transaction_id,date,amount,transaction_type,status
TXN003124,2021-08-29,12725,outgoing,normal
TXN003125,2022-02-24,12566,incoming,normal
TXN003126,2024-03-24,3002,incoming,unsuccessful
TXN003127,2021-09-30,15900,incoming,unsuccessful
TXN003128,2023-05-10,11929,outgoing,normal
TXN003129,2025-01-05,15187,outgoing,normal
TXN003130,2022-05-13,16492,incoming,normal
TXN003131,2023-01-16,14626,outgoing,normal
TXN003132,2021-02-15,10799,outgoing,normal
TXN003133,2024-07-12,8289,outgoing,normal
TXN003134,2026-01-05,5172,outgoing,normal
TXN003135,2024-08-10,3857,incoming,normal
TXN003136,2025-07-21,10777,incoming,normal
TXN003137,2024-11-17,11963,incoming,normal
TXN003138,2022-01-26,837,incoming,normal
TXN003139,2022-09-17,9387,incoming,normal
TXN003140,2025-02-14,3961,outgoing,normal
TXN003141,2022-03-27,16136,outgoing,normal
TXN003142,2025-08-30,11498,outgoing,normal
TXN003143,2021-07-04,8184,incoming,normal
TXN003144,2024-03-19,15428,incoming,normal
TXN003145,2023-09-13,9550,incoming,normal
TXN003146,2023-11-03,13951,incoming,normal
TXN003147,2025-08-30,1593,incoming,normal
TXN003148,2021-06-26,5725,outgoing,normal
TXN003149,2025-08-20,11888,incoming,normal
TXN003150,2023-07-12,15305,incoming,normal
TXN003151,2024-10-09,8115,outgoing,normal
TXN003152,2026-01-06,16660,incoming,unsuccessful
TXN003153,2023-08-26,3148,outgoing,normal
TXN003154,2025-03-17,8404,incoming,unsuccessful
TXN003155,2022-05-10,10048,incoming,normal
TXN003156,2024-03-13,2328,outgoing,normal
TXN003157,2024-03-01,14080,incoming,normal
TXN003158,2021-07-27,18449,outgoing,normal
TXN003159,2025-08-04,11642,incoming,normal
TXN003160,2022-01-20,12585,outgoing,unsuccessful
TXN003161,2026-01-25,18672,incoming,unsuccessful
TXN003162,2024-01-29,3308,outgoing,normal
TXN003163,2023-03-18,10295,outgoing,normal
TXN003164,2021-05-08,7705,outgoing,normal
TXN003165,2021-05-25,9873,incoming,unsuccessful
TXN003166,2023-05-10,12788,outgoing,normal
TXN003167,2024-03-22,18741,incoming,normal
TXN003168,2023-04-25,2644,outgoing,normal
TXN003169,2021-01-18,11301,outgoing,normal
TXN003170,2024-04-30,634,incoming,normal
TXN003171,2025-08-23,517,outgoing,normal
TXN003172,2022-06-14,4310,outgoing,normal
TXN003173,2023-11-19,8818,incoming,normal
TXN003174,2025-09-21,13884,outgoing,normal
TXN003175,2024-02-14,4359,outgoing,normal
TXN003176,2024-10-28,4083,outgoing,unsuccessful
TXN003177,2022-08-16,3598,incoming,normal
TXN003178,2022-06-28,998,incoming,normal
TXN003179,2025-08-26,9274,incoming,normal
TXN003180,2021-11-18,5399,outgoing,normal
TXN003181,2022-08-10,6598,outgoing,normal
TXN003182,2021-08-07,12749,outgoing,normal
TXN003183,2022-09-12,9734,outgoing,normal
TXN003184,2022-10-17,2252,outgoing,normal
TXN003185,2025-12-05,19760,incoming,normal
TXN003186,2025-09-17,12320,incoming,normal
TXN003187,2023-09-25,18529,incoming,normal
TXN003188,2022-02-17,9250,outgoing,normal
TXN003189,2021-09-08,6436,outgoing,unsuccessful
TXN003190,2025-08-01,11687,outgoing,normal
TXN003191,2023-02-18,15262,incoming,normal
TXN003192,2024-04-30,15702,outgoing,normal
TXN003193,2025-08-24,12744,incoming,normal
TXN003194,2021-08-21,3885,outgoing,normal
TXN003195,2025-08-20,8160,outgoing,normal
TXN003196,2024-08-02,5465,incoming,normal
TXN003197,2022-11-06,7362,outgoing,normal
TXN003198,2023-11-05,5775,outgoing,normal
TXN003199,2023-12-07,2093,incoming,normal
TXN003200,2022-04-21,4781,outgoing,normal
TXN003201,2025-09-01,15456,outgoing,normal
TXN003202,2024-07-06,4562,outgoing,normal
TXN003203,2024-10-08,13162,incoming,normal
TXN003204,2025-11-04,9754,incoming,normal
TXN003205,2025-10-28,15670,incoming,unsuccessful
TXN003206,2023-02-17,8518,incoming,normal
TXN003207,2025-11-12,6240,outgoing,normal
TXN003208,2024-09-02,11033,outgoing,unsuccessful
TXN003209,2022-09-02,4258,incoming,normal
TXN003210,2021-07-17,8244,outgoing,normal
TXN003211,2023-03-12,15414,incoming,normal
TXN003212,2021-07-10,13072,outgoing,normal
TXN003213,2025-07-19,11541,incoming,unsuccessful
TXN003214,2021-08-14,18233,incoming,normal
TXN003215,2025-09-05,14514,incoming,normal
TXN003216,2025-03-10,19667,incoming,normal
TXN003217,2021-07-20,9802,incoming,normal
TXN003218,2022-03-22,18251,outgoing,normal
TXN003219,2025-02-12,11236,outgoing,unsuccessful
TXN003220,2021-04-28,4948,incoming,normal
TXN003221,2022-08-06,17314,outgoing,normal
TXN003222,2025-06-02,17011,outgoing,normal
TXN003223,2021-04-03,11844,outgoing,normal
TXN003224,2025-12-16,2048,outgoing,normal
TXN003225,2025-01-13,16616,incoming,normal
TXN003226,2022-07-08,15491,outgoing,normal
TXN003227,2024-05-19,18050,incoming,normal
TXN003228,2021-01-19,9331,outgoing,normal
TXN003229,2023-08-15,8791,outgoing,normal
TXN003230,2021-03-18,18338,incoming,normal
TXN003231,2021-04-04,823,outgoing,normal
TXN003232,2021-12-09,2555,incoming,normal
TXN003233,2024-01-01,5173,outgoing,normal
TXN003234,2022-12-12,3877,outgoing,normal
TXN003235,2025-12-06,5380,incoming,normal
TXN003236,2024-12-12,13308,incoming,normal
TXN003237,2025-10-30,12882,incoming,normal
TXN003238,2024-11-04,11537,incoming,normal
TXN003239,2022-05-26,10885,outgoing,normal
TXN003240,2021-04-12,17217,outgoing,unsuccessful
TXN003241,2024-03-14,8480,incoming,normal
TXN003242,2024-03-07,4228,incoming,normal
TXN003243,2024-10-02,14953,outgoing,normal
TXN003244,2023-02-23,13191,incoming,normal
TXN003245,2022-08-09,7496,incoming,normal
TXN003246,2025-06-02,10598,outgoing,normal
TXN003247,2023-06-18,15079,incoming,normal
TXN003248,2022-01-25,5641,incoming,normal
TXN003249,2021-09-19,13820,outgoing,normal
TXN003250,2023-09-04,16240,outgoing,normal
TXN003251,2024-08-21,13285,incoming,normal
TXN003252,2023-01-08,14108,outgoing,normal
TXN003253,2022-07-29,15539,outgoing,normal
TXN003254,2022-07-11,10894,incoming,normal
TXN003255,2023-04-06,7160,incoming,normal
TXN003256,2024-01-26,2622,incoming,normal
TXN003257,2021-12-29,5895,incoming,normal
TXN003258,2024-02-25,15107,outgoing,normal
TXN003259,2021-10-22,17078,outgoing,normal
TXN003260,2023-01-12,2581,outgoing,normal
TXN003261,2024-05-07,13898,incoming,unsuccessful
TXN003262,2021-11-06,13562,incoming,normal
TXN003263,2023-02-15,2966,incoming,normal
TXN003264,2023-09-23,16409,outgoing,normal
TXN003265,2023-08-13,8618,outgoing,normal
TXN003266,2024-06-16,18216,incoming,normal
TXN003267,2021-07-24,5124,outgoing,normal
TXN003268,2022-05-18,17097,outgoing,normal
TXN003269,2025-01-09,11983,outgoing,normal
TXN003270,2022-12-20,3484,incoming,normal
TXN003271,2024-08-03,5624,outgoing,normal
TXN003272,2022-06-13,1188,outgoing,normal
TXN003273,2022-09-22,11962,outgoing,normal
TXN003274,2024-06-13,12178,incoming,normal
TXN003275,2021-06-03,14120,outgoing,normal
TXN003276,2025-05-14,13530,outgoing,normal
TXN003277,2023-01-19,2077,incoming,normal
TXN003278,2024-08-11,18415,incoming,normal
TXN003279,2025-02-20,6253,outgoing,normal
TXN003280,2025-12-02,4237,outgoing,normal
TXN003281,2025-11-06,18204,outgoing,normal
TXN003282,2021-06-08,12684,incoming,normal
TXN003283,2024-01-18,12453,outgoing,normal
TXN003284,2021-05-30,3241,outgoing,normal
TXN003285,2025-01-26,1053,outgoing,normal
TXN003286,2023-02-10,16819,outgoing,normal
TXN003287,2022-01-11,17064,outgoing,normal
TXN003288,2022-02-05,13756,incoming,normal
TXN003289,2023-07-30,8257,incoming,normal
TXN003290,2022-10-22,13232,outgoing,normal
TXN003291,2024-07-22,6180,incoming,normal
TXN003292,2022-08-15,11888,outgoing,normal
TXN003293,2023-02-13,18514,incoming,normal
TXN003294,2023-09-07,4520,incoming,normal
TXN003295,2022-08-29,1735,outgoing,normal
TXN003296,2021-04-25,8041,outgoing,normal
TXN003297,2025-12-15,18570,incoming,normal
TXN003298,2023-06-26,2245,incoming,normal
TXN003299,2021-06-03,13104,outgoing,normal
TXN003300,2022-09-20,17016,incoming,normal
TXN003301,2023-08-11,10934,outgoing,normal
TXN003302,2023-09-29,6913,incoming,normal
TXN003303,2024-11-27,11867,incoming,normal
TXN003304,2021-05-27,19297,incoming,normal
TXN003305,2022-02-12,12315,incoming,unsuccessful
TXN003306,2024-01-02,3487,outgoing,normal
TXN003307,2025-08-25,13501,outgoing,normal
TXN003308,2023-02-11,19246,outgoing,unsuccessful
TXN003309,2021-01-05,6932,outgoing,normal
TXN003310,2022-12-06,6821,incoming,unsuccessful
TXN003311,2024-03-16,5838,incoming,normal
TXN003312,2021-10-07,10654,incoming,unsuccessful
TXN003313,2022-07-05,853,incoming,normal
TXN003314,2023-10-28,17317,outgoing,normal
TXN003315,2022-09-15,8794,outgoing,normal
TXN003316,2021-04-13,16297,incoming,normal
TXN003317,2025-09-29,17927,incoming,normal
TXN003318,2025-03-24,15459,incoming,normal
TXN003319,2021-07-13,1762,incoming,normal
TXN003320,2023-09-25,4285,incoming,normal
TXN003321,2022-10-20,18670,incoming,normal
TXN003322,2025-03-12,15590,outgoing,normal
TXN003323,2026-01-03,5261,incoming,normal
TXN003324,2023-05-30,18602,incoming,normal
TXN003325,2025-10-10,1574,incoming,normal
TXN003326,2024-04-15,5007,outgoing,normal
TXN003327,2023-01-17,11030,outgoing,normal
TXN003328,2024-11-13,12715,outgoing,normal
TXN003329,2022-09-06,12341,outgoing,normal
TXN003330,2022-01-18,19640,incoming,normal
TXN003331,2024-06-30,7633,incoming,normal
TXN003332,2023-10-21,18005,incoming,normal
TXN003333,2021-09-30,7051,incoming,normal
TXN003334,2021-06-08,10359,outgoing,normal
TXN003335,2023-09-23,11473,outgoing,normal
TXN003336,2026-01-23,11412,incoming,normal
TXN003337,2022-01-12,2154,incoming,normal
TXN003338,2022-01-24,9432,incoming,normal
TXN003339,2022-12-02,9444,outgoing,normal
TXN003340,2023-01-18,1991,incoming,normal
TXN003341,2024-05-22,18468,incoming,normal
TXN003342,2024-05-16,14450,outgoing,normal
TXN003343,2021-12-14,12371,incoming,normal
TXN003344,2021-08-27,12470,incoming,normal
TXN003345,2022-12-26,1408,incoming,normal
TXN003346,2023-10-15,19915,incoming,normal
TXN003347,2021-12-27,6683,incoming,normal
TXN003348,2024-11-08,13522,outgoing,normal
TXN003349,2023-02-25,17906,outgoing,normal
TXN003350,2022-09-28,18188,outgoing,normal
TXN003351,2023-07-16,16725,outgoing,normal
TXN003352,2022-02-25,7262,outgoing,normal
TXN003353,2025-01-10,3550,incoming,normal
TXN003354,2023-02-12,3057,incoming,normal
TXN003355,2023-05-01,16708,incoming,normal
TXN003356,2023-12-11,6336,incoming,normal
TXN003357,2025-02-27,10124,incoming,unsuccessful
TXN003358,2023-11-13,19146,outgoing,normal
TXN003359,2024-01-24,13623,outgoing,normal
TXN003360,2022-08-17,2994,incoming,normal
TXN003361,2024-12-25,14015,incoming,normal
TXN003362,2021-04-05,891,outgoing,unsuccessful
TXN003363,2024-07-15,5276,incoming,normal
TXN003364,2023-01-20,9939,incoming,normal
TXN003365,2025-07-14,11034,outgoing,normal
TXN003366,2025-07-01,18513,outgoing,normal
TXN003367,2022-09-25,9891,incoming,normal
TXN003368,2021-08-01,16249,outgoing,normal
TXN003369,2023-09-26,11426,outgoing,normal
TXN003370,2023-03-29,5770,outgoing,normal
TXN003371,2023-08-01,9148,outgoing,normal
TXN003372,2021-09-24,9972,outgoing,normal
TXN003373,2026-02-08,9229,outgoing,normal
TXN003374,2023-07-18,5157,incoming,normal
TXN003375,2025-11-07,19845,incoming,normal
TXN003376,2023-05-25,3725,outgoing,normal
TXN003377,2025-10-20,18918,incoming,normal
TXN003378,2025-06-16,976,incoming,unsuccessful
TXN003379,2025-06-09,3366,incoming,normal
TXN003380,2022-05-16,13666,incoming,normal
TXN003381,2021-05-28,16113,outgoing,normal
TXN003382,2025-04-26,15328,outgoing,normal
TXN003383,2022-07-05,6322,incoming,normal
TXN003384,2024-09-06,17728,outgoing,normal
TXN003385,2026-01-05,16151,incoming,normal
TXN003386,2021-08-31,13872,incoming,normal
TXN003387,2024-10-19,10580,outgoing,normal
TXN003388,2025-11-23,4734,incoming,normal
TXN003389,2024-08-04,2022,incoming,normal
TXN003390,2021-01-19,19179,incoming,normal
TXN003391,2023-11-25,16240,incoming,normal
TXN003392,2025-12-22,8319,incoming,normal
TXN003393,2021-08-27,7127,incoming,normal
TXN003394,2026-02-08,8030,outgoing,normal
TXN003395,2024-01-12,17942,outgoing,normal
TXN003396,2025-12-02,8684,outgoing,normal
TXN003397,2021-11-12,531,incoming,normal
TXN003398,2022-03-13,2802,incoming,normal
TXN003399,2023-09-03,6243,incoming,normal
TXN003400,2025-08-29,13660,incoming,normal
TXN003401,2025-08-26,9230,incoming,normal
TXN003402,2023-07-24,6653,outgoing,normal
TXN003403,2024-10-05,14026,outgoing,normal
TXN003404,2025-08-12,10845,outgoing,normal
TXN003405,2022-05-25,3902,outgoing,normal
TXN003406,2025-07-22,16031,incoming,normal
TXN003407,2021-04-04,12743,outgoing,normal
TXN003408,2025-01-08,3915,outgoing,normal
TXN003409,2025-01-11,19570,incoming,normal
TXN003410,2024-06-13,8398,incoming,normal
TXN003411,2022-04-02,18280,outgoing,normal
TXN003412,2022-08-06,13077,incoming,normal
TXN003413,2021-10-24,1337,incoming,normal
TXN003414,2024-12-20,13669,incoming,normal
TXN003415,2024-08-16,6913,outgoing,normal
TXN003416,2022-11-27,5433,incoming,normal
TXN003417,2021-09-10,3362,incoming,normal
TXN003418,2025-01-09,576,outgoing,normal
TXN003419,2025-02-16,1128,outgoing,normal
TXN003420,2023-03-10,10298,outgoing,normal
TXN003421,2022-11-27,18827,incoming,normal
TXN003422,2023-09-13,9888,incoming,unsuccessful
TXN003423,2021-09-18,17795,outgoing,unsuccessful
TXN003424,2021-12-31,15440,incoming,normal
TXN003425,2025-03-03,15330,outgoing,unsuccessful
TXN003426,2025-10-26,6415,incoming,normal
TXN003427,2022-11-10,15548,incoming,normal
TXN003428,2024-05-30,16548,outgoing,normal
TXN003429,2021-04-23,13327,outgoing,normal
TXN003430,2023-04-08,1792,incoming,normal
TXN003431,2024-09-14,2883,outgoing,normal
TXN003432,2025-05-05,4862,outgoing,normal
TXN003433,2025-10-02,16778,incoming,normal
TXN003434,2023-04-03,2441,outgoing,normal
TXN003435,2021-04-18,3859,outgoing,normal
TXN003436,2021-10-25,19930,incoming,normal
TXN003437,2025-07-13,12672,outgoing,normal
TXN003438,2021-02-14,6179,outgoing,normal
TXN003439,2022-03-17,10124,outgoing,normal
TXN003440,2023-01-27,16199,incoming,normal
TXN003441,2024-04-25,12881,incoming,normal
TXN003442,2023-06-24,582,incoming,normal
TXN003443,2023-01-16,7776,outgoing,normal
TXN003444,2023-05-29,11241,incoming,normal
TXN003445,2022-03-22,3812,outgoing,normal
TXN003446,2025-08-28,3254,incoming,unsuccessful
TXN003447,2024-12-28,5625,incoming,normal
TXN003448,2025-10-21,14555,incoming,normal
TXN003449,2024-10-10,11527,incoming,normal
TXN003450,2025-02-11,1336,outgoing,normal
TXN003451,2022-10-03,5566,incoming,normal
TXN003452,2022-05-08,18270,outgoing,normal
TXN003453,2026-01-28,11344,outgoing,normal
TXN003454,2022-06-27,5813,outgoing,normal
TXN003455,2022-08-19,13949,incoming,normal
TXN003456,2023-01-05,18475,outgoing,normal
TXN003457,2023-11-20,3158,incoming,normal
TXN003458,2023-09-15,11671,incoming,normal
TXN003459,2021-06-08,14064,outgoing,normal
TXN003460,2025-07-08,13216,incoming,normal
TXN003461,2021-08-25,8134,incoming,normal
TXN003462,2021-10-20,10990,incoming,normal
TXN003463,2024-03-17,8211,incoming,normal
TXN003464,2023-05-05,11602,incoming,normal
TXN003465,2021-12-23,4391,incoming,normal
TXN003466,2022-01-13,13354,incoming,normal
TXN003467,2022-07-10,4992,incoming,normal
TXN003468,2022-10-11,8686,incoming,normal
TXN003469,2025-06-06,6723,outgoing,normal
TXN003470,2021-09-19,7865,outgoing,normal
TXN003471,2024-02-03,3117,incoming,normal
TXN003472,2025-08-18,7722,outgoing,normal
TXN003473,2023-02-07,12276,incoming,normal
TXN003474,2023-10-27,5660,incoming,normal
TXN003475,2022-12-18,8102,incoming,normal
TXN003476,2025-06-20,3426,outgoing,normal
TXN003477,2023-12-24,7546,incoming,normal
TXN003478,2025-05-31,10997,incoming,normal
TXN003479,2021-12-14,13427,incoming,normal
TXN003480,2024-01-11,15295,incoming,normal
TXN003481,2022-09-12,18351,incoming,normal
TXN003482,2022-01-09,9041,outgoing,normal
TXN003483,2025-08-15,12649,outgoing,unsuccessful
TXN003484,2023-07-15,7468,incoming,unsuccessful
TXN003485,2025-12-09,6907,incoming,unsuccessful
TXN003486,2023-05-25,13891,outgoing,unsuccessful
TXN003487,2024-06-24,2376,incoming,normal
TXN003488,2023-08-10,18161,outgoing,normal
TXN003489,2024-04-12,19926,outgoing,normal
TXN003490,2024-01-11,12851,outgoing,normal
TXN003491,2022-07-16,8751,outgoing,normal
TXN003492,2023-09-11,16198,outgoing,normal
TXN003493,2026-01-03,7309,outgoing,normal
TXN003494,2021-08-30,885,outgoing,normal
TXN003495,2022-06-14,6053,outgoing,normal
TXN003496,2022-07-04,3066,outgoing,normal
TXN003497,2023-10-17,1713,incoming,normal
TXN003498,2022-03-31,16324,incoming,normal
TXN003499,2022-01-05,18759,outgoing,normal
TXN003500,2022-08-29,12568,outgoing,normal
TXN003501,2023-10-25,16548,outgoing,normal
TXN003502,2025-10-17,13888,outgoing,normal
TXN003503,2025-04-02,18915,incoming,normal
TXN003504,2021-12-28,10809,outgoing,normal
TXN003505,2025-04-17,10191,outgoing,normal
TXN003506,2021-05-31,5678,outgoing,normal
TXN003507,2025-08-26,6915,outgoing,normal
TXN003508,2024-05-10,14547,outgoing,normal
TXN003509,2023-07-07,19369,incoming,normal
TXN003510,2024-02-20,10634,outgoing,normal
TXN003511,2023-06-27,8611,incoming,unsuccessful
TXN003512,2025-02-01,5454,incoming,normal
TXN003513,2021-01-31,17327,outgoing,normal
TXN003514,2026-01-03,12384,incoming,normal
TXN003515,2022-08-26,6173,incoming,normal
TXN003516,2021-08-23,7173,outgoing,unsuccessful
TXN003517,2024-01-01,9916,outgoing,normal
TXN003518,2021-12-14,14594,outgoing,normal
TXN003519,2023-03-12,11312,incoming,normal
TXN003520,2021-12-25,6838,incoming,normal
TXN003521,2025-08-09,8976,incoming,normal
TXN003522,2023-02-17,16031,incoming,normal
TXN003523,2023-08-24,2292,incoming,normal
TXN003524,2024-11-17,4792,incoming,normal
TXN003525,2025-12-23,16475,outgoing,unsuccessful
TXN003526,2021-10-11,10883,incoming,normal
TXN003527,2023-05-31,6303,outgoing,normal
TXN003528,2021-11-10,9453,incoming,unsuccessful
TXN003529,2021-11-26,16069,incoming,unsuccessful
TXN003530,2024-07-06,7524,outgoing,normal
TXN003531,2021-06-13,7154,outgoing,normal
TXN003532,2023-06-10,9453,outgoing,normal
TXN003533,2025-06-30,15421,incoming,normal
TXN003534,2024-07-05,19386,incoming,normal
TXN003535,2024-10-08,10472,incoming,normal
TXN003536,2024-01-31,809,incoming,normal
TXN003537,2022-01-25,15988,incoming,normal
TXN003538,2024-08-21,6689,outgoing,unsuccessful
TXN003539,2023-08-30,1071,outgoing,normal
TXN003540,2021-11-26,17740,outgoing,normal
TXN003541,2025-05-24,4362,outgoing,unsuccessful
TXN003542,2023-07-15,12131,outgoing,normal
TXN003543,2025-02-21,9843,incoming,normal
TXN003544,2023-06-11,12518,incoming,normal
TXN003545,2023-01-28,19106,outgoing,unsuccessful
TXN003546,2024-03-19,14743,incoming,normal
TXN003547,2022-10-15,8686,incoming,normal
TXN003548,2025-08-17,8371,incoming,normal
TXN003549,2026-01-22,1296,outgoing,normal
TXN003550,2022-01-28,13272,outgoing,unsuccessful
TXN003551,2023-10-10,6407,incoming,normal
TXN003552,2023-04-04,6811,incoming,normal
TXN003553,2022-11-10,16764,outgoing,normal
TXN003554,2025-09-06,16250,outgoing,normal
TXN003555,2023-09-25,15649,outgoing,normal
TXN003556,2024-11-18,6640,incoming,normal
TXN003557,2022-11-28,954,outgoing,normal
TXN003558,2023-06-27,11495,incoming,normal
TXN003559,2023-12-24,1317,incoming,normal
TXN003560,2025-04-27,12359,outgoing,normal
TXN003561,2025-05-25,15216,outgoing,normal
TXN003562,2021-09-27,16361,incoming,normal
TXN003563,2023-06-28,8937,outgoing,normal
TXN003564,2022-03-05,16691,outgoing,normal
TXN003565,2021-05-21,8520,outgoing,normal
TXN003566,2024-02-19,13221,incoming,normal
TXN003567,2021-10-20,16965,incoming,normal
TXN003568,2023-05-12,2610,outgoing,normal
TXN003569,2024-12-26,951,outgoing,normal
TXN003570,2023-06-08,1730,incoming,normal
TXN003571,2024-06-28,17004,incoming,normal
TXN003572,2021-06-13,1582,incoming,normal
TXN003573,2021-12-11,4717,incoming,normal
TXN003574,2025-12-03,7211,outgoing,normal
TXN003575,2022-07-07,12971,incoming,normal
TXN003576,2024-05-17,12692,incoming,normal
TXN003577,2025-04-26,2578,incoming,normal
TXN003578,2021-03-19,17100,outgoing,normal
TXN003579,2025-09-05,3896,incoming,normal
TXN003580,2025-04-04,5377,incoming,normal
TXN003581,2021-04-06,5675,outgoing,normal
TXN003582,2021-07-27,11159,incoming,normal
TXN003583,2022-12-03,17811,outgoing,normal
TXN003584,2023-04-26,17961,incoming,normal
TXN003585,2023-02-18,1098,incoming,normal
TXN003586,2025-07-12,9210,outgoing,normal
TXN003587,2021-10-10,6966,outgoing,normal
TXN003588,2024-01-19,11816,outgoing,normal
TXN003589,2021-12-03,15928,outgoing,normal
TXN003590,2022-07-13,9649,incoming,normal
TXN003591,2023-01-12,8304,outgoing,unsuccessful
TXN003592,2025-01-22,4192,outgoing,normal
TXN003593,2021-02-20,3685,incoming,normal
TXN003594,2023-04-30,18585,outgoing,normal
TXN003595,2024-08-20,3064,incoming,normal
TXN003596,2021-05-26,4879,incoming,normal
TXN003597,2022-12-25,18012,incoming,normal
TXN003598,2022-01-04,18214,incoming,normal
TXN003599,2022-05-25,13701,incoming,normal
TXN003600,2024-02-08,3782,outgoing,normal
TXN003601,2023-01-04,616,outgoing,normal
TXN003602,2022-04-30,4465,outgoing,normal
TXN003603,2024-04-14,12046,outgoing,normal
TXN003604,2026-01-27,5671,incoming,normal
TXN003605,2021-01-04,13580,outgoing,normal
TXN003606,2023-12-18,11754,outgoing,normal
TXN003607,2022-09-11,15493,incoming,normal
TXN003608,2025-03-04,5206,incoming,unsuccessful
TXN003609,2025-03-16,10516,outgoing,normal
TXN003610,2023-04-20,18999,outgoing,normal
TXN003611,2024-11-14,3661,outgoing,unsuccessful
TXN003612,2022-12-06,17650,outgoing,normal
TXN003613,2021-08-24,7617,outgoing,normal
TXN003614,2022-08-19,18591,outgoing,normal
TXN003615,2024-02-05,18052,incoming,normal
TXN003616,2024-07-31,1416,outgoing,normal
TXN003617,2021-01-30,5889,outgoing,normal
TXN003618,2024-01-29,807,outgoing,normal
TXN003619,2021-06-18,795,outgoing,normal
TXN003620,2025-03-10,15467,incoming,normal
TXN003621,2023-10-07,10813,incoming,normal
TXN003622,2024-07-30,3981,outgoing,normal
TXN003623,2021-06-28,10756,outgoing,normal
TXN003624,2022-10-06,14904,incoming,normal
TXN003625,2023-05-03,14386,outgoing,normal
TXN003626,2021-12-27,15545,outgoing,normal
TXN003627,2021-02-05,18237,outgoing,normal
TXN003628,2024-01-08,1920,incoming,normal
TXN003629,2023-07-04,3594,outgoing,normal
TXN003630,2023-07-02,17406,incoming,normal
TXN003631,2025-04-14,19962,incoming,normal
TXN003632,2024-06-03,13485,outgoing,normal
TXN003633,2023-12-05,1178,outgoing,normal
TXN003634,2024-01-05,2051,incoming,normal
TXN003635,2025-08-03,12534,outgoing,normal
TXN003636,2022-09-29,14059,outgoing,unsuccessful
TXN003637,2023-04-03,18870,outgoing,normal
TXN003638,2022-07-19,8265,incoming,normal
TXN003639,2025-12-03,6880,incoming,normal
TXN003640,2022-04-25,1165,outgoing,normal
TXN003641,2025-06-09,18668,incoming,normal
TXN003642,2022-02-26,12756,incoming,normal
TXN003643,2021-05-27,6839,incoming,unsuccessful
TXN003644,2021-07-02,5250,incoming,normal
TXN003645,2021-04-26,17774,incoming,normal
TXN003646,2023-01-09,14200,incoming,normal
TXN003647,2024-11-28,11986,incoming,normal
TXN003648,2024-09-08,11135,incoming,normal
TXN003649,2024-05-16,2336,incoming,normal
TXN003650,2025-04-27,19299,outgoing,normal
TXN003651,2024-05-03,12082,outgoing,normal
TXN003652,2021-07-15,2498,outgoing,normal
TXN003653,2023-11-04,14612,incoming,normal
TXN003654,2022-10-05,19646,outgoing,normal
TXN003655,2025-08-20,15135,outgoing,normal
TXN003656,2021-09-06,13019,outgoing,normal
TXN003657,2024-10-19,17062,incoming,normal
TXN003658,2022-08-27,4022,incoming,normal
TXN003659,2021-04-16,3235,incoming,normal
TXN003660,2021-02-07,19124,incoming,normal
TXN003661,2023-12-30,15485,outgoing,normal
TXN003662,2021-02-19,842,incoming,normal
TXN003663,2021-12-07,9270,outgoing,normal
TXN003664,2023-01-01,7167,outgoing,normal
TXN003665,2024-05-11,6783,outgoing,normal
TXN003666,2021-04-14,14627,outgoing,normal
TXN003667,2024-06-03,5816,outgoing,normal
TXN003668,2025-03-09,18184,incoming,normal
TXN003669,2026-01-17,11564,outgoing,normal
TXN003670,2022-03-20,880,outgoing,normal
TXN003671,2022-04-29,8461,outgoing,normal
TXN003672,2023-10-24,11936,incoming,normal
TXN003673,2023-07-14,4276,outgoing,normal
TXN003674,2024-11-29,5971,incoming,normal
TXN003675,2022-05-08,9303,outgoing,normal
TXN003676,2025-11-03,16796,incoming,normal
TXN003677,2025-06-06,4833,incoming,normal
TXN003678,2024-12-24,10636,outgoing,normal
TXN003679,2024-03-11,4707,outgoing,unsuccessful
TXN003680,2024-01-11,12527,outgoing,normal
TXN003681,2023-09-23,12893,incoming,normal
TXN003682,2025-05-25,8885,incoming,normal
TXN003683,2023-02-18,6065,outgoing,normal
TXN003684,2021-12-01,2392,incoming,normal
TXN003685,2023-08-15,11813,outgoing,normal
TXN003686,2023-08-20,11068,incoming,normal
TXN003687,2021-08-16,7150,incoming,normal
TXN003688,2021-02-15,4528,outgoing,normal
TXN003689,2024-07-31,19905,outgoing,normal
TXN003690,2024-07-11,11698,incoming,normal
TXN003691,2024-08-17,7204,outgoing,normal
TXN003692,2025-01-23,3263,outgoing,normal
TXN003693,2024-04-04,14455,outgoing,normal
TXN003694,2021-09-19,10063,outgoing,normal
TXN003695,2024-04-07,4070,outgoing,normal
TXN003696,2023-07-09,16679,incoming,normal
TXN003697,2021-03-10,3698,incoming,normal
TXN003698,2025-12-06,8510,incoming,normal
TXN003699,2025-03-19,6489,outgoing,normal
TXN003700,2023-05-25,657,outgoing,normal
TXN003701,2025-08-13,4504,incoming,unsuccessful
TXN003702,2025-12-09,6073,incoming,normal
TXN003703,2022-11-24,7465,incoming,normal
TXN003704,2024-10-31,19037,incoming,normal
TXN003705,2023-12-02,3591,incoming,normal
TXN003706,2022-01-31,1347,incoming,normal
TXN003707,2025-08-29,11627,incoming,normal
TXN003708,2022-01-10,3497,outgoing,normal
TXN003709,2023-11-19,14513,incoming,normal
TXN003710,2024-06-28,8410,outgoing,normal
TXN003711,2022-10-01,7039,outgoing,unsuccessful
